Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;SP;SANTOS;LINHA UM PRODUTOS DE PETROLEO LTDA; 45.046.547/0001-66;AVENIDA NS DE FATIMA;635;;AREIA BRANCA;11085-203;GLP;03/11/2025;125,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;VALINHOS;FLORENCE AUTO POSTO LTDA; 58.759.994/0001-04;AVENIDA INVERNADA;750;ANEXO ESQ CAMPOS SALLES;NACOES;13271-450;GLP;03/11/2025;105,00;;R$ / 13 kg;BRANCA
SE;SP;VALINHOS;AUTO POSTO DAMIZADE LIMITADA; 04.920.729/0001-37;AVENIDA JOAQUIM ALVES CORREA;4306;;NOVA SUICA;13271-430;GLP;03/11/2025;125,00;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;COTAM - COOPERATIVA DE CONSUMO DOS TAXISTAS AUTONOMOS DE MANAUS; 02.533.862/0001-05;AVENIDA BURITI;1569;C/ WALDOMIRO LUSTOZA;DISTRITO INDUSTRIAL;69075-001;GLP;03/11/2025;133,00;;R$ / 13 kg;FOGAS
N;AM;MANAUS;ITA LUCAS LTDA; 01.682.336/0001-44;AVENIDA COSME FERREIRA;329;;ALEIXO;69083-000;GLP;03/11/2025;143,00;;R$ / 13 kg;FOGAS
N;AM;MANAUS;MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA; 84.110.394/0001-20;AVENIDA BURITI;2975;;DISTRIT INDUSTRIAL I;69075-000;GLP;03/11/2025;121,50;;R$ / 13 kg;FOGAS
N;AM;MANAUS;ATL COMERCIO DE DERIVADOS DE PETROLEO LTDA; 34.511.006/0001-45;AVENIDA RODRIGO OTAVIO;2890;;DISTRITO INDUSTRIAL;69075-005;GLP;03/11/2025;140,00;;R$ / 13 kg;FOGAS
S;PR;CURITIBA;POSTO RODOVIA DOS MINERIOS LTDA; 79.434.999/0001-37;RUA JOSE BAJERSKI;44;;ABRANCHES;82220-320;GLP;03/11/2025;97,00;;R$ / 13 kg;BRANCA
S;PR;CURITIBA;POSTO DAS NACOES LTDA; 82.619.560/0001-93;AVENIDA VICTOR FERREIRA DO AMARAL;142;;TARUMA;82530-230;GLP;03/11/2025;105,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CURITIBA;MAGGIORE COMERCIO A VAREJO DE COMBUSTIVEIS LTDA; 01.452.007/0004-50;RUA PROF JOAO S BARCELOS;1796;;BOQUEIRAO;81670-000;GLP;03/11/2025;99,99;;R$ / 13 kg;LIQUIGÁS
S;PR;CURITIBA;AUTO POSTO ABAETE LTDA; 01.381.547/0001-47;RUA FERNANDO DE NORONHA;1338;TERREO;SANTA CANDIDA;82640-350;GLP;03/11/2025;110,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;SC;ITAJAI;AUTO POSTO RAIMONDI LTDA; 03.920.567/0001-74;RODOVIA ANTONIO HEIL;10780;;ARRAIAL DOS CUNHAS;88318-112;GLP;03/11/2025;110,00;;R$ / 13 kg;BRANCA
S;SC;ITAJAI;POSTOMIO AUTOCAR LTDA; 04.825.319/0001-07;RUA EMILIA DOS SANTOS;47;ESQ RUA INDAIAL;SAO JOAO;88304-350;GLP;03/11/2025;115,90;;R$ / 13 kg;LIQUIGÁS
S;SC;ITAJAI;POSTO MILLENIUM LTDA; 02.354.988/0001-12;RUA INDAIAL;875;;SAO JUDAS;88303-301;GLP;03/11/2025;115,90;;R$ / 13 kg;LIQUIGÁS
S;SC;ITAJAI;POSTO 1350 LTDA; 02.315.421/0001-37;RUA HEITOR LIBERATO;2430;;SAO JOAO;88304-101;GLP;03/11/2025;115,90;;R$ / 13 kg;LIQUIGÁS
SE;SP;JACAREI;AUTO POSTO BARAO DE JACAREI LTDA; 96.265.921/0001-55;RUA BARAO DE JACAREI;1396;;CENTRO;12308-000;GLP;03/11/2025;109,90;;R$ / 13 kg;LIQUIGÁS
SE;SP;JACAREI;POSTO DE SERVICOS SHOPPING DE JACAREI LTDA; 62.122.908/0001-25;AVENIDA SIQUEIRA CAMPOS;1199;;VILA PINHEIRO;12307-000;GLP;03/11/2025;109,90;;R$ / 13 kg;BRANCA
SE;SP;JACAREI;AUTO POSTO R N M LTDA; 59.790.436/0001-74;RODOVIA NILO MAXIMO;3550;KM 4;SANTO ANTONIO DA BOA VISTA;12315-010;GLP;03/11/2025;109,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;OSASCO;HORTENCIA AUTO POSTO LTDA; 59.560.011/0001-79;AVENIDA JOAO VENTURA DOS SANTOS;744;;JD BARONEZA;06260-170;GLP;03/11/2025;124,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;OSASCO;AUTO POSTO CHAVANTES LTDA.; 44.327.377/0001-25;AVENIDA SAO JOSE;1540;;AYROSA;06283-125;GLP;03/11/2025;105,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;PRAIA GRANDE;AUTO POSTO DELTA MAR LTDA; 02.273.616/0001-61;AVENIDA PRESIDENTE KENNEDY;7678;ANEXO AUTO POSTO;OCIAN;11704-100;GLP;03/11/2025;125,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;PRAIA GRANDE;AUTO POSTO NOVOS TEMPOS LTDA; 61.939.963/0001-40;AVENIDA PRESIDENTE KENNEDY;6450;ANEXO POSTO DE GASOLINA;TUPI;11705-750;GLP;03/11/2025;125,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;PRESIDENTE PRUDENTE;POSTO ZAP PRESIDENTE PRUDENTE LTDA; 02.438.395/0001-34;AVENIDA JOAQUIM CONSTANTINO;1892;;VILA FORMOSA;19050-220;GLP;03/11/2025;109,90;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;PRESIDENTE PRUDENTE;POSTO BRASIL DE PRESIDENTE PRUDENTE LTDA; 69.155.109/0001-02;RUA JOSE TARIFA CONDE;1124;B;JARDIM AVIACAO;19020-540;GLP;03/11/2025;94,99;;R$ / 13 kg;BRANCA
SE;SP;PRESIDENTE PRUDENTE;POSTO LIDER DE PRESIDENTE PRUDENTE LTDA; 02.908.271/0001-75;AVENIDA TANCREDO NEVES;969;;JARDIM SAO PEDRO;19040-520;GLP;03/11/2025;94,90;;R$ / 13 kg;BRANCA
SE;SP;PRESIDENTE PRUDENTE;AUTO POSTO GALEGÃO LTDA; 00.933.474/0001-96;RODOVIA COMENDADOR ALBERTO BONFIGLIOLI;3015;;JARDIM SANTA FE;19063-390;GLP;03/11/2025;114,99;;R$ / 13 kg;BRANCA
SE;SP;PRESIDENTE PRUDENTE;MANAUARA AUTO POSTO LTDA; 00.618.358/0001-82;AVENIDA PAULO MARCONDES;808;;JD SANTA CLARA;19025-000;GLP;03/11/2025;119,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO JOSE DOS CAMPOS;AUTO CENTER PAIVA & CIA LTDA; 63.957.708/0001-55;AVENIDA BENEDITO FRIGGI;3400;;JARDIM NOVA DETROIT;12224-480;GLP;03/11/2025;98,90;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SUZANO;COMERCIO DE GAS OKABE LTDA; 00.020.528/0001-22;RUA GUILHERME;72;;VL. URUPES;08615-110;GLP;03/11/2025;114,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;MAUA;COMERCIO DE GAS MEIRELLES LTDA.; 00.106.338/0001-22;RUA ALCIDES NOBREGA;74;;VILA ASSIS BRASIL;09360-560;GLP;03/11/2025;114,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;SANTO ANDRE;PALMARES COM.GAS ACESSORIOS LTDA.ME; 00.256.697/0001-66;AVENIDA GAGO COUTINHO;678;;VL PALMARES;09152-030;GLP;03/11/2025;114,99;;R$ / 13 kg;LIQUIGÁS
S;PR;LONDRINA;EMBALADAO LTDA; 00.285.303/0001-06;RUA ESCOCIA;670;;JARDIM IGAPO;86046-230;GLP;03/11/2025;100,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;RIO DE JANEIRO;F P DISTRIBUIDORA DE GAS LTDA ME; 00.443.260/0001-31;RUA CUPERTINO;17;;QUINTINO;21380-150;GLP;03/11/2025;90,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CURITIBA;VALMIR MARTINES GIMENES - ME; 00.562.030/0001-91;RUA NICARÁGUA,;1018;;BACACHERI;82510-170;GLP;03/11/2025;109,99;;R$ / 13 kg;ULTRAGAZ
NE;PB;JOAO PESSOA;COMERCIO DE GAS MANDACARU LTDA; 00.698.039/0001-24;RUA JOAO DE BRITO L MOURA;65;;MANDACARU;58027-070;GLP;03/11/2025;120,00;;R$ / 13 kg;BRANCA
SE;SP;BAURU;VALTER ANTONIO DA SILVA BAURU - ME; 00.852.174/0001-82;AV. CONEGO ANIBAL DIFRANCIA;45909;;PQ. ALTO SUMARÉ;17020-690;GLP;03/11/2025;105,00;;R$ / 13 kg;LIQUIGÁS
S;SC;TUBARAO;ROBERTO DA SILVA CANCILIER; 01.053.293/0001-38;RODOVIA NORBERTO BRUNATO;1546;;SAO JOAO (MARGEM DIREITA);88702-803;GLP;03/11/2025;110,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;ASSIS;FRANCISCO FELIX MANO NETO; 01.268.175/0001-47;RUA JOAO PESSOA;325;;CENTRO;19806-001;GLP;03/11/2025;120,00;;R$ / 13 kg;LIQUIGÁS
N;AP;MACAPA;GRAVATINHA GAS LTDA; 01.470.539/0001-77;AVENIDA DOS TIMBIRAS;839;;BURITIZAL;68902-872;GLP;03/11/2025;131,00;;R$ / 13 kg;BRANCA
SE;MG;BELO HORIZONTE;LILICO GAS LTDA; 01.582.488/0001-75;RUA BELMIRO BRAGA;740;;CAICARA ADELAIDE;30720-520;GLP;03/11/2025;142,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;MARILIA;NOVA MARILIA COMERCIO DE GAS LTDA; 01.894.827/0001-59;AVENIDA DUARTE DA COSTA;190;;JARDIM MONTE CASTELO;17522-260;GLP;03/11/2025;127,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;ES;LINHARES;SALVADOR GAS LTDA; 01.908.576/0001-14;AVENIDA GUERINO GIUBERT;931;;CONCEICAO;29900-547;GLP;03/11/2025;110,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;PB;JOAO PESSOA;MURILO JOSE FERREIRA; 01.998.829/0001-98;RUA JORNALISTA RAFAEL MORORO;S?N;;RANGEL;58070-130;GLP;03/11/2025;105,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;CANOAS;PAULO ROBERTO VIEIRA GAS; 02.021.580/0001-29;RUA TIETE;511;;IGARA;92410-290;GLP;03/11/2025;115,00;;R$ / 13 kg;COPA ENERGIA
N;AM;MANAUS;N B PEREIRA; 02.024.898/0001-63;RUA DONA RACHEL SOUZA;236;;PETRÓPOLIS;69063-000;GLP;03/11/2025;132,00;;R$ / 13 kg;AMAZONGÁS
SE;MG;BELO HORIZONTE;ALL GAS LTDA; 02.063.442/0001-02;AVENIDA VER. CICERO IDELFONSO;585;;JOAO PINHEIRO;30530-000;GLP;03/11/2025;115,00;;R$ / 13 kg;BRANCA
N;AM;MANAUS;R.C.SILVA BARBOSA-ME; 02.200.742/0001-96;R CARLOTA ÁREAS;42;QD 359 CJ CN ET4 NC 16;CIDADE NOVA;69098-250;GLP;03/11/2025;133,00;;R$ / 13 kg;FOGAS
S;RS;NOVO HAMBURGO;GAS EXPRESSO COMERCIO DE GAS LTDA; 02.264.480/0001-23;RUA GETULIO VARGAS;11;;PATRIA NOVA;93410-050;GLP;03/11/2025;110,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;LONDRINA;VALDEMIR LOURENÇO ALMERON LONDRINA; 02.306.556/0001-36;RUA ERENILDA MARIA DE JESUS;163;;JARDIM PIAZENTIN;86043-220;GLP;03/11/2025;100,00;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;INTERGAZ  COM. E TRANSP. DE GAZ ENGARRAFADO E COM. E TRANSP. DE AGUA MINERAL LTDA; 02.397.097/0001-43;AVENIDA DO CURSINO;3626;;VILA MORAES;04132-002;GLP;03/11/2025;126,99;;R$ / 13 kg;ULTRAGAZ
NE;PE;PAULISTA;CESAR  BEZERRA  PONTES-ME; 02.449.330/0001-94;AVENIDA FLORESTA;25;A;ARTHUR LUNDGREN I;53417-110;GLP;03/11/2025;100,00;;R$ / 13 kg;BAHIANA
NE;BA;JEQUIE;EKIGÁS COMÉRCIO DE GÁS LTDA; 02.547.183/0001-95;RUA A;79;LOT.G. SANTOS;JEQUIEZINHO;45202-130;GLP;03/11/2025;89,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PI;PIRIPIRI;SPINDOLA GAS LTDA; 02.550.672/0002-87;AVENIDA ADERSON ALVES FERREIRA;1922;;BARCELONA;64260-000;GLP;03/11/2025;130,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;BA;SALVADOR;LUCIANO RODRIGUES COSTA; 02.685.890/0001-48;RUA GONÇALVES CEZIMBRA;22;;PITUAÇU;41741-155;GLP;03/11/2025;130,00;;R$ / 13 kg;BAHIANA
SE;MG;BELO HORIZONTE;DISTRIBUIDORA LADAGAS LTDA; 02.799.614/0001-00;RODOVIA MG 5;300;;GOIANIA;31950-000;GLP;03/11/2025;109,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;OSASCO;GAS LOPES OSASCO  LTDA; 03.014.928/0001-13;RUA JOSÉ GONÇALVES;1426;;JD NOVO OSASCO;06142-140;GLP;03/11/2025;104,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;ARACATUBA;DALVINA B. DOS SANTOS ARACATUBA ME; 03.235.707/0001-75;RUA MADALENA LOURENCO BRUNO;249;;JARDIM JUSSARA;16021-130;GLP;03/11/2025;99,99;;R$ / 13 kg;BRANCA
SE;MG;SAO JOAO DEL REI;ARI MOREIRA DO NASCIMENTO - ME; 03.375.778/0001-73;RUA FISCAL JOSÉ PEDRO;37;A;VILA SANTA TEREZINHA;36305-192;GLP;03/11/2025;110,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;SANTA MARIA;NARA MEDIANEIRA SILVEIRA MACHADO; 03.406.750/0001-56;RUA MAJOR DUARTE;623;;NOSSA SENHORA DAS DORES;97050-460;GLP;03/11/2025;120,00;;R$ / 13 kg;LIQUIGÁS
NE;CE;JUAZEIRO DO NORTE;CARIRI COMERCIO E TRANSPORTES DE DERIVADOS DE PETROLEO LIMITADA; 03.507.744/0001-95;AV AILTON GOMES;2719;;PIRAJA;63020-000;GLP;03/11/2025;120,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;LONDRINA;C. A. PARALEGO; 03.622.903/0001-00;AVENIDA HARRY PROCHET;1155;;GREEN VILLE;86047-040;GLP;03/11/2025;110,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;NOVA IGUACU;VILA VALVERDE COMERCIO DE GAS GLP LTDA.; 03.968.913/0001-94;AVENIDA ABILIO AUGUSTO TAVORA;4463;QD G LT 11 LJ;VILA VALVERDE;26290-600;GLP;03/11/2025;120,00;;R$ / 13 kg;CONSIGAZ
NE;MA;IMPERATRIZ;BORSOI REVENDEDORA DE GAS E TRANSPORTES LTDA; 03.983.360/0001-49;RODOVIA BR-010;12;;MARANHAO NOVO;65903-140;GLP;03/11/2025;99,00;;R$ / 13 kg;COPA ENERGIA
SE;RJ;RIO DE JANEIRO;IRAPIRANGA DISTRIBUIDORA DE GÁS LTDA. - ME; 03.985.248/0001-47;RUA GUIRAREIA V EMA;1158;;IRAJÁ;21371-420;GLP;03/11/2025;95,00;;R$ / 13 kg;ULTRAGAZ
SE;MG;VICOSA;J. E. DISTRIBUIDORA LTDA.; 04.167.849/0001-05;RUA HELIO SOUZA LIMA;45;;SANTO ANTONIO;36570-000;GLP;03/11/2025;120,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;BELO HORIZONTE;LUZ & LUZES DISTRIBUIDORA DE GAS LTDA; 04.286.021/0001-76;RUA DEUSDEDITH DE ASSIS;123;;DOM BOSCO;30850-450;GLP;03/11/2025;110,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;TOLEDO;LIQUI COMERCIO & TM LTDA; 04.427.419/0001-85;AVENIDA NOSSA SENHORA DE FATIMA;1175;;JARDIM PORTO ALEGRE;85906-230;GLP;03/11/2025;119,90;;R$ / 13 kg;LIQUIGÁS
N;RO;PORTO VELHO;DISTRIBUIDORA OLHO D'AGUA LTDA; 04.450.629/0001-94;AVENIDA PINHEIRO MACHADO;2511;;SAO CRISTOVAO;76800-000;GLP;03/11/2025;120,00;;R$ / 13 kg;AMAZONGÁS
SE;RJ;RIO DE JANEIRO;VENEZA-GAS COMERCIAL LTDA; 04.561.623/0001-94;RUA MATAPI;20;;JACARE;20975-170;GLP;03/11/2025;100,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;BELO HORIZONTE;RC GAS LTDA; 04.711.306/0001-07;RUA FURKIM WERNEK;1333;;TUPI;31840-050;GLP;03/11/2025;125,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;VICOSA;DOM GAS S.A.; 04.743.995/0001-31;AVENIDA PRESIDENTE HUMBERTO DE ALENCAR CASTELO BRANCO;1451;;SANTO ANTONIO;36576-042;GLP;03/11/2025;120,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;PELOTAS;COMERCIAL DE GAS GASPEL LTDA EPP; 05.024.565/0001-22;RUA ERNANI OSMAR BLASS;310;SALA 15;COHAB LINDOIA;96065-000;GLP;03/11/2025;115,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO PAULO;SHOW-GAS COMERCIO DE GAS LTDA.; 05.314.909/0001-38;AVENIDA PADRE ARLINDO VIEIRA;3565;;JARDIM VERGUEIRO;04166-003;GLP;03/11/2025;139,99;;R$ / 13 kg;ULTRAGAZ
NE;PB;JOAO PESSOA;JOAO MAGLIANO PECORELLI; 08.575.284/0001-56;AV VASCO DA GAMA;90;;JAGUARIBE;58015-180;GLP;03/11/2025;110,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;CAMPO BELO;LAZARO ANTONIO DE ALVARENGA-ME; 17.603.135/0001-44;RUA HELENA JORGE MOREIRA;145;;VILA BANDEIRANTES;37270-000;GLP;03/11/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;JANUARIA;SUPERGASNORTE LTDA; 20.537.890/0001-82;RUA DO SERTANEJO;95;;CENTRO;39480-000;GLP;03/11/2025;130,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;AM;MANAUS;R. A. DE LIMA E CIA LTDA; 22.995.690/0001-07;RUA 03;27;;ALEIXO;69083-370;GLP;03/11/2025;133,00;;R$ / 13 kg;FOGAS
SE;MG;SETE LAGOAS;M.G. MARTINS COMERCIO LTDA; 25.983.222/0001-00;RUA OLAVO BILAC;519;;PIEDADE;35700-214;GLP;03/11/2025;91,90;;R$ / 13 kg;BRANCA
SE;RJ;SAO JOAO DE MERITI;J.M.S. COMERCIO DE GAS LTDA; 28.596.369/0001-28;AVENIDA AUTOMOVEL CLUBE;673;PARTE;CENTRO;25515-125;GLP;03/11/2025;94,00;;R$ / 13 kg;BRANCA
SE;RJ;RIO DE JANEIRO;TRANSPORTADORA E COMÉRCIO RIO NORTE LTDA; 29.514.163/0001-74;RUA GUATEMALA;311;GALPÃO;PENHA;21020-170;GLP;03/11/2025;105,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;ES;ARACRUZ;DISTRIBUIDORA DE BEBIDAS BELA VISTA LTDA; 36.305.670/0001-63;RUA FELISBERTO MODENESI;163;;BELA VISTA;29192-086;GLP;03/11/2025;110,00;;R$ / 13 kg;BRANCA
SE;RJ;SAO JOAO DE MERITI;ANTONIO COQUITO COMÉRCIO DE GÁS LTDA. - ME; 40.444.259/0001-46;RUA SÃO  GONÇALO;S/N;LT 15 A - QD 22;SÃO JOÃO DE MERITI;25570-060;GLP;03/11/2025;100,00;;R$ / 13 kg;BRANCA
SE;MG;DIVINOPOLIS;REVENDEDORA DE GAS E PRESTADORA DE SERVICOS IRMAOS ENES LTDA; 41.760.380/0001-40;AVENIDA AUTORAMA;151;;CATALAO;35501-221;GLP;03/11/2025;94,99;;R$ / 13 kg;ULTRAGAZ
