Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;PI;TERESINA;SAO FRANCISCO PETROLEO LTDA; 10.336.626/0001-27;AVENIDA FREI SERAFIM;2474;;CENTRO;64001-020;DIESEL;01/07/2026;7,49;;R$ / litro;VIBRA
NE;PI;TERESINA;PIPEL-PICOS PETROLEO LTDA; 07.483.266/0005-05;AVENIDA PREF. WALL  FERRAZ;7420;;TRIUNFO;64000-010;DIESEL;01/07/2026;6,75;;R$ / litro;VIBRA
NE;PI;TERESINA;PIPEL-PICOS PETROLEO LTDA; 07.483.266/0005-05;AVENIDA PREF. WALL  FERRAZ;7420;;TRIUNFO;64000-010;DIESEL S10;01/07/2026;7,07;;R$ / litro;VIBRA
NE;PI;TERESINA;MIRANTE PETROLEO LTDA; 03.612.498/0001-31;AVENIDA PRESIDENTE KENNEDY;5779;;MORROS;64062-100;DIESEL;01/07/2026;7,17;;R$ / litro;IPIRANGA
NE;PI;TERESINA;MIRANTE PETROLEO LTDA; 03.612.498/0001-31;AVENIDA PRESIDENTE KENNEDY;5779;;MORROS;64062-100;DIESEL S10;01/07/2026;7,27;;R$ / litro;IPIRANGA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0001-00;RUA JOAQUIM NELSON;2121;;PARQUE IDEAL;64078-625;DIESEL S10;01/07/2026;7,39;;R$ / litro;VIBRA
S;PR;CASCAVEL;AUTO POSTO SAO CRISTOVAO LTDA; 03.012.016/0001-02;RUA DOMICILIANO TEOBALDO BRESOLIN;655;ESQ. C/ ESTILAC LEAL;SAO CRISTOVAO;85815-073;DIESEL;01/07/2026;6,80;;R$ / litro;RAIZEN
S;PR;CASCAVEL;AUTO POSTO SAO CRISTOVAO LTDA; 03.012.016/0001-02;RUA DOMICILIANO TEOBALDO BRESOLIN;655;ESQ. C/ ESTILAC LEAL;SAO CRISTOVAO;85815-073;DIESEL S10;01/07/2026;6,99;;R$ / litro;RAIZEN
S;PR;FOZ DO IGUACU;POSTO DE SERVIÇOS DAMO LTDA; 80.512.080/0001-01;AVENIDA COSTA E SILVA;255;0;POLO CENTRO;85863-000;DIESEL;01/07/2026;6,49;;R$ / litro;BRANCA
S;PR;FOZ DO IGUACU;POSTO DE SERVIÇOS DAMO LTDA; 80.512.080/0001-01;AVENIDA COSTA E SILVA;255;0;POLO CENTRO;85863-000;DIESEL S10;01/07/2026;6,79;;R$ / litro;BRANCA
S;PR;FOZ DO IGUACU;AUTO POSTO DANUBIO LTDA.; 04.413.351/0001-85;AVENIDA JUSCELINO KUBITSCHEK;3700;;VILA PEROLA;85865-000;DIESEL S10;01/07/2026;7,39;;R$ / litro;IPIRANGA
S;PR;PONTA GROSSA;POSTO DE COMBUSTIVEIS E SERVICOS QUATRO PRIMOS LTDA.; 03.479.760/0001-11;AVENIDA VISCONDE DE MAUA;4800;;V. VENDRAME/ OFICINA;84043-000;DIESEL;01/07/2026;5,79;;R$ / litro;RAIZEN
S;PR;PONTA GROSSA;POSTO DE COMBUSTIVEIS E SERVICOS QUATRO PRIMOS LTDA.; 03.479.760/0001-11;AVENIDA VISCONDE DE MAUA;4800;;V. VENDRAME/ OFICINA;84043-000;DIESEL S10;01/07/2026;6,49;;R$ / litro;RAIZEN
S;PR;TOLEDO;AUTO POSTO ESTRADAO LTDA; 05.954.049/0001-05;ESTRADA TOLEDO A SAO LUIZ DO OESTE;KM-01;;TREVO SAO LUIZ;85906-300;DIESEL;01/07/2026;5,89;;R$ / litro;IPIRANGA
S;PR;TOLEDO;AUTO POSTO ESTRADAO LTDA; 05.954.049/0001-05;ESTRADA TOLEDO A SAO LUIZ DO OESTE;KM-01;;TREVO SAO LUIZ;85906-300;DIESEL S10;01/07/2026;6,59;;R$ / litro;IPIRANGA
S;PR;TOLEDO;AUTO POSTO SONIR LTDA; 06.026.708/0001-06;AVENIDA PARIGOT DE SOUZA;1811;;JARDIM PORTO ALEGRE;85906-070;DIESEL;01/07/2026;5,89;;R$ / litro;IPIRANGA
S;PR;TOLEDO;AUTO POSTO SONIR LTDA; 06.026.708/0001-06;AVENIDA PARIGOT DE SOUZA;1811;;JARDIM PORTO ALEGRE;85906-070;DIESEL S10;01/07/2026;6,49;;R$ / litro;IPIRANGA
S;PR;UMUARAMA;AUTO POSTO ABEL LTDA; 76.368.463/0001-72;PRACA BRASILIA;2301;QUADRA23                  LOTE  03;ZONA VII;87503-460;DIESEL;01/07/2026;6,69;;R$ / litro;RAIZEN
S;PR;UMUARAMA;AUTO POSTO PR 323 LTDA; 76.045.624/0001-97;RUA MANOEL RAMIRES;2690;;PARQUE INDUSTRIAL I;87507-011;DIESEL;01/07/2026;5,79;;R$ / litro;VIBRA
