17032025;220;A;USD;5,7076;5,7082;1,0000;1,0000
18032025;220;A;USD;5,6846;5,6852;1,0000;1,0000
19032025;220;A;USD;5,6651;5,6657;1,0000;1,0000
20032025;220;A;USD;5,6622;5,6628;1,0000;1,0000
21032025;220;A;USD;5,7235;5,7241;1,0000;1,0000
24032025;220;A;USD;5,7397;5,7403;1,0000;1,0000
25032025;220;A;USD;5,6986;5,6992;1,0000;1,0000
26032025;220;A;USD;5,7292;5,7298;1,0000;1,0000
27032025;220;A;USD;5,7468;5,7474;1,0000;1,0000
28032025;220;A;USD;5,7654;5,7660;1,0000;1,0000
31032025;220;A;USD;5,7416;5,7422;1,0000;1,0000
01042025;220;A;USD;5,7045;5,7051;1,0000;1,0000
02042025;220;A;USD;5,6918;5,6923;1,0000;1,0000
03042025;220;A;USD;5,6062;5,6067;1,0000;1,0000
04042025;220;A;USD;5,7771;5,7777;1,0000;1,0000
07042025;220;A;USD;5,8871;5,8877;1,0000;1,0000
08042025;220;A;USD;5,9362;5,9368;1,0000;1,0000
09042025;220;A;USD;6,0599;6,0605;1,0000;1,0000
10042025;220;A;USD;5,9109;5,9115;1,0000;1,0000
11042025;220;A;USD;5,8731;5,8737;1,0000;1,0000
14042025;220;A;USD;5,8419;5,8425;1,0000;1,0000
15042025;220;A;USD;5,8701;5,8707;1,0000;1,0000
16042025;220;A;USD;5,8802;5,8808;1,0000;1,0000
17042025;220;A;USD;5,8553;5,8559;1,0000;1,0000
22042025;220;A;USD;5,7490;5,7496;1,0000;1,0000
23042025;220;A;USD;5,6874;5,6880;1,0000;1,0000
24042025;220;A;USD;5,6732;5,6738;1,0000;1,0000
25042025;220;A;USD;5,6840;5,6846;1,0000;1,0000
28042025;220;A;USD;5,6675;5,6681;1,0000;1,0000
29042025;220;A;USD;5,6461;5,6467;1,0000;1,0000
30042025;220;A;USD;5,6602;5,6608;1,0000;1,0000
02052025;220;A;USD;5,6388;5,6394;1,0000;1,0000
05052025;220;A;USD;5,6514;5,6520;1,0000;1,0000
06052025;220;A;USD;5,7204;5,7210;1,0000;1,0000
07052025;220;A;USD;5,7368;5,7375;1,0000;1,0000
08052025;220;A;USD;5,6854;5,6860;1,0000;1,0000
09052025;220;A;USD;5,6505;5,6511;1,0000;1,0000
12052025;220;A;USD;5,6816;5,6822;1,0000;1,0000
13052025;220;A;USD;5,6256;5,6262;1,0000;1,0000
14052025;220;A;USD;5,6094;5,6100;1,0000;1,0000
15052025;220;A;USD;5,6322;5,6328;1,0000;1,0000
16052025;220;A;USD;5,6919;5,6925;1,0000;1,0000
19052025;220;A;USD;5,6585;5,6591;1,0000;1,0000
20052025;220;A;USD;5,6614;5,6620;1,0000;1,0000
21052025;220;A;USD;5,6565;5,6571;1,0000;1,0000
22052025;220;A;USD;5,6384;5,6390;1,0000;1,0000
23052025;220;A;USD;5,6926;5,6932;1,0000;1,0000
26052025;220;A;USD;5,6613;5,6619;1,0000;1,0000
27052025;220;A;USD;5,6533;5,6539;1,0000;1,0000
28052025;220;A;USD;5,6930;5,6936;1,0000;1,0000
29052025;220;A;USD;5,6553;5,6559;1,0000;1,0000
30052025;220;A;USD;5,7081;5,7087;1,0000;1,0000
02062025;220;A;USD;5,6931;5,6937;1,0000;1,0000
03062025;220;A;USD;5,6688;5,6694;1,0000;1,0000
04062025;220;A;USD;5,6326;5,6332;1,0000;1,0000
05062025;220;A;USD;5,5963;5,5969;1,0000;1,0000
06062025;220;A;USD;5,5941;5,5947;1,0000;1,0000
09062025;220;A;USD;5,5754;5,5760;1,0000;1,0000
10062025;220;A;USD;5,5551;5,5557;1,0000;1,0000
11062025;220;A;USD;5,5384;5,5390;1,0000;1,0000
12062025;220;A;USD;5,5382;5,5388;1,0000;1,0000
13062025;220;A;USD;5,5646;5,5652;1,0000;1,0000
16062025;220;A;USD;5,5117;5,5123;1,0000;1,0000
17062025;220;A;USD;5,4767;5,4773;1,0000;1,0000
18062025;220;A;USD;5,4873;5,4879;1,0000;1,0000
20062025;220;A;USD;5,4951;5,4957;1,0000;1,0000
23062025;220;A;USD;5,5207;5,5213;1,0000;1,0000
24062025;220;A;USD;5,4932;5,4938;1,0000;1,0000
25062025;220;A;USD;5,5421;5,5427;1,0000;1,0000
26062025;220;A;USD;5,5139;5,5145;1,0000;1,0000
27062025;220;A;USD;5,4753;5,4759;1,0000;1,0000
30062025;220;A;USD;5,4565;5,4571;1,0000;1,0000
01072025;220;A;USD;5,4505;5,4511;1,0000;1,0000
02072025;220;A;USD;5,4506;5,4512;1,0000;1,0000
03072025;220;A;USD;5,4202;5,4208;1,0000;1,0000
04072025;220;A;USD;5,4084;5,4090;1,0000;1,0000
07072025;220;A;USD;5,4546;5,4552;1,0000;1,0000
08072025;220;A;USD;5,4565;5,4571;1,0000;1,0000
09072025;220;A;USD;5,4620;5,4626;1,0000;1,0000
10072025;220;A;USD;5,5427;5,5433;1,0000;1,0000
11072025;220;A;USD;5,5716;5,5722;1,0000;1,0000
14072025;220;A;USD;5,5589;5,5595;1,0000;1,0000
15072025;220;A;USD;5,5569;5,5576;1,0000;1,0000
16072025;220;A;USD;5,5716;5,5722;1,0000;1,0000
17072025;220;A;USD;5,5731;5,5737;1,0000;1,0000
18072025;220;A;USD;5,5460;5,5466;1,0000;1,0000
21072025;220;A;USD;5,5619;5,5625;1,0000;1,0000
22072025;220;A;USD;5,5703;5,5709;1,0000;1,0000
23072025;220;A;USD;5,5531;5,5537;1,0000;1,0000
24072025;220;A;USD;5,5233;5,5239;1,0000;1,0000
25072025;220;A;USD;5,5420;5,5426;1,0000;1,0000
28072025;220;A;USD;5,5871;5,5877;1,0000;1,0000
29072025;220;A;USD;5,5758;5,5764;1,0000;1,0000
30072025;220;A;USD;5,6028;5,6034;1,0000;1,0000
31072025;220;A;USD;5,6015;5,6021;1,0000;1,0000
01082025;220;A;USD;5,5430;5,5436;1,0000;1,0000
04082025;220;A;USD;5,5107;5,5113;1,0000;1,0000
05082025;220;A;USD;5,5113;5,5119;1,0000;1,0000
06082025;220;A;USD;5,4796;5,4802;1,0000;1,0000
07082025;220;A;USD;5,4632;5,4638;1,0000;1,0000
08082025;220;A;USD;5,4248;5,4254;1,0000;1,0000
11082025;220;A;USD;5,4467;5,4473;1,0000;1,0000
12082025;220;A;USD;5,4046;5,4052;1,0000;1,0000
13082025;220;A;USD;5,3922;5,3928;1,0000;1,0000
14082025;220;A;USD;5,4089;5,4095;1,0000;1,0000
15082025;220;A;USD;5,3922;5,3928;1,0000;1,0000
18082025;220;A;USD;5,4149;5,4155;1,0000;1,0000
19082025;220;A;USD;5,4710;5,4716;1,0000;1,0000
20082025;220;A;USD;5,4720;5,4726;1,0000;1,0000
21082025;220;A;USD;5,4822;5,4828;1,0000;1,0000
22082025;220;A;USD;5,4386;5,4392;1,0000;1,0000
25082025;220;A;USD;5,4168;5,4174;1,0000;1,0000
26082025;220;A;USD;5,4212;5,4218;1,0000;1,0000
27082025;220;A;USD;5,4422;5,4428;1,0000;1,0000
28082025;220;A;USD;5,4109;5,4115;1,0000;1,0000
29082025;220;A;USD;5,4258;5,4264;1,0000;1,0000
01092025;220;A;USD;5,4372;5,4378;1,0000;1,0000
02092025;220;A;USD;5,4674;5,4680;1,0000;1,0000
03092025;220;A;USD;5,4479;5,4485;1,0000;1,0000
04092025;220;A;USD;5,4581;5,4587;1,0000;1,0000
05092025;220;A;USD;5,3962;5,3968;1,0000;1,0000
08092025;220;A;USD;5,4272;5,4278;1,0000;1,0000
09092025;220;A;USD;5,4272;5,4278;1,0000;1,0000
10092025;220;A;USD;5,4117;5,4123;1,0000;1,0000
11092025;220;A;USD;5,3852;5,3858;1,0000;1,0000
12092025;220;A;USD;5,3671;5,3677;1,0000;1,0000
